Senior Manual software tester / QA (Uplay),Testing & Quality Management,"Kyiv,Permanent Contract / Contrat à Durée Indéterminée"
Ingénieur QA (H/F),Programming,"Bordeaux,France"
Development Tester,Testing & Quality Management,"Kyiv,Ukraine"
Programme Manager - Talent Experience,Human Resources & Knowledge Management,"Singapore,Singapore"
Data Analyst,Programming,"Montreal,Canada"
Analyste de données,Programming,"Montreal,Canada"
Compensation and Benefits Manager (F/H),Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Web developer- Ubisoft Club,Programming,"Montreal,Canada"
Développeur Web - Ubisoft Club,Programming,"Montreal,Canada"
UI Gameplay Programmer (H/F) - Ghost Recon Breakpoint,Programming,"Bordeaux,France"
Producteur Associé,Project Management (Games/Animation movies),"Montreal,Canada"
Artiste UI,Art,"Montreal,Canada"
Artiste technique,Art,"Montreal,Canada"
Office Manager - 1 Year FTC,Administration,"London,Fixed Term Contract / Contrat à Durée Déterminée"
Lead Narrative Designer,Game & Level Design/Creative Direction,"Stockholm,Sweden"
Automation Programmer,Programming,"Bucharest,Romania"
Tools Developer,Testing & Quality Management,"Bucharest,Romania"
Gameplay Programmer H/F,Programming,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Service Programmer (Java) (f/m/d),Programming,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
International Product Manager,Marketing,"Singapore,Singapore"
Gameplay Programmer,Programming,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Lead technique (sécurité du jeu),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Analyste Sécurité (DFIR),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Security Analyst (DFIR),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Junior Game Tester,Testing & Quality Management,"Kyiv,No"
Deputy Global Communications H/F,Communications & PR,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
3D Artist,Programming,"Mumbai,Permanent Contract / Contrat à Durée Indéterminée"
Tools Programmer,Programming,"Mumbai,Permanent Contract / Contrat à Durée Indéterminée"
Online Programmer,Programming,"Mumbai,Permanent Contract / Contrat à Durée Indéterminée"
Lead Programmer,Programming,"Mumbai,Permanent Contract / Contrat à Durée Indéterminée"
Senior Programmer,Programming,"Cary,Permanent Contract / Contrat à Durée Indéterminée"
HR Business Partner,Human Resources & Knowledge Management,"Kyiv,Ukraine"
STAGE - Assistant Chargé de projet événementiel (H/F),Human Resources & Knowledge Management,"Montreuil,Trainee Agreement / Convention de stage"
Online Technical Lead,Programming,"Mumbai,India"
Testeur Développement - H/F,Testing & Quality Management,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Physics Programmer - BGE2,Programming,"Barcelona,Spain"
"Technical Artist, UI",Art,"Singapore,Singapore"
Senior Strategic Planner (H/F),Marketing,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
UI Artist - Rainbow Six Siege,Art,"Barcelona,Spain"
CRM Data Specialist,Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Spécialiste des Données CRM,Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Lead UI Artist [Unannounced Project] (285),Art,"Royal Leamington Spa,Permanent Contract / Contrat à Durée Indéterminée"
Lead UI Artist [Unannounced Project] (285),Art,"Newcastle upon Tyne,Permanent Contract / Contrat à Durée Indéterminée"
Lead Artist (H/F),Art,"Bordeaux,France"
User Research Project Manager  [Unannounced Project] (287),Project Management (Games/Animation movies),"Newcastle upon Tyne,Permanent Contract / Contrat à Durée Indéterminée"
STAGE - Assistant (e) Opérations CRM EMEA (H/F),Marketing,"Paris,Trainee Agreement / Convention de stage"
STAGE - Assistant(e) Opérations E-commerce EMEA (H/F),Sales,"Paris,Trainee Agreement / Convention de stage"
Developer C# DevOps (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Compensation & Benefits Assistant - Stage H/F,Human Resources & Knowledge Management,"Montreuil,Trainee Agreement / Convention de stage"
Senior BI Engineer (F/H),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Junior C++ Game Developer,Programming,"Kyiv,Permanent Contract / Contrat à Durée Indéterminée"
STAGE - Assistant(e) Chef de projet Online Acquisition EMEA (H/F),Marketing,"Paris,Trainee Agreement / Convention de stage"
STAGE - Assistant(e) Channel Specialist CRM EMEA (H/F),Marketing,"Paris,Trainee Agreement / Convention de stage"
STAGE - Assistant(e) Lifecycle CRM EMEA (H/F),Customer Relations,"Paris,France"
STAGE - Employee Experience Assistant EMEA (H/F),Human Resources & Knowledge Management,"Paris,Trainee Agreement / Convention de stage"
STAGE - Assistant(e) Chef de Projet Esports EMEA (H/F),Marketing,"Paris,Trainee Agreement / Convention de stage"
STAGE - Assistant(e) Chef de Projet Customer Management EMEA (H/F),Customer Relations,"Paris,Trainee Agreement / Convention de stage"
STAGE - Assistant(e) Communication Evénementielle – EMEA (H/F),Communications & PR,"Montreuil,Trainee Agreement / Convention de stage"
STAGE - Assistant(e)  Média Opérations  - EMEA (H/F),Marketing,"Paris,Trainee Agreement / Convention de stage"
C++ Programmer,Programming,"Winnipeg,Canada"
STAGE - Assistant(e) Communication Externe - EMEA (H/F),Communications & PR,"Paris,Trainee Agreement / Convention de stage"
Développeur Front-End - (F/H),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Senior Legal Counsel – game production M/W,Legal,"Paris,Permanent Contract / Contrat à Durée Indéterminée"
Juriste Senior -Gaming (F/H),Legal,"Paris,Permanent Contract / Contrat à Durée Indéterminée"
3D Programmer [Anno] (f/m/d),Programming,"Mainz,Fixed Term Contract / Contrat à Durée Déterminée"
QA Games Tester,Testing & Quality Management,"London,United Kingdom"
Content Director H/F,Game & Level Design/Creative Direction,"Annecy,Permanent Contract / Contrat à Durée Indéterminée"
Project Assistant - H/F (stage),Project Management (Games/Animation movies),"Montreuil,Trainee Agreement / Convention de stage"
Directeur Technique (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Combat Designer (AAA PC/Console),Game & Level Design/Creative Direction,"Barcelona,Spain"
UI Artist H/F,Art,"Annecy,Fixed Term Contract / Contrat à Durée Déterminée"
Game Designer (Online),Game & Level Design/Creative Direction,"Toronto,Canada"
"Technical Animator, Junior",Project Management (Games/Animation movies),"Singapore,Singapore"
IT Financial Planning Analyst (F/H),Finance & Accounting,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Programmeur UI (C++),Programming,"Montreal,No"
Programmeur·euse physique,Programming,"Montreal,Canada"
Physics Programmer,Programming,"Montreal,Canada"
Game Security Programmer (f/m/d),Programming,"Düsseldorf,Germany"
Full-Stack Web Developer [Uplay PC] (f/m/d),Online/Web,"Düsseldorf,Germany"
Senior Tools Programmer [Uplay PC] (f/m/d),Programming,"Düsseldorf,Germany"
Technical Project Manager,Project Management (Games/Animation movies),"Santa Rosa,Permanent Contract / Contrat à Durée Indéterminée"
Marketing Artist H/F,Art,"Montreuil,No"
Animation Technical Director M/F,Animation,"Annecy,No"
Directeur(-trice) Technique Animation H/F,Animation,"Annecy,No"
Programmeur Rendu (H/F),Programming,"Bordeaux,France"
Game Designer H/F,Game & Level Design/Creative Direction,"Annecy,Fixed Term Contract / Contrat à Durée Déterminée"
Lighting Artist,Art,"Singapore,Singapore"
China QC Manager,Testing & Quality Management,"Chengdu,China"
Data Scientist – Stagiaire H/F,Programming,"Montreuil,Trainee Agreement / Convention de stage"
Lead Technical Artist [Unannounced Project] (297),Art,"Royal Leamington Spa,Permanent Contract / Contrat à Durée Indéterminée"
Développeur web,Programming,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Mission Designer,Game & Level Design/Creative Direction,"Cary,United States"
Live Game Designer [Tom Clancy's The Division 2],Game & Level Design/Creative Direction,"Malmö,Permanent Contract / Contrat à Durée Indéterminée"
World Lore Designer,Art,"Singapore,Singapore"
HR Officer,Human Resources & Knowledge Management,"Shanghai,China"
"Internship, User Research [Consumer Experience]",Testing & Quality Management,"Malmö,Apprenticeship / Contrat d'apprentissage"
Stage Programmeur Réseaux/Online (H/F),Programming,"Annecy,Trainee Agreement / Convention de stage"
Senior Engine Programmer,Programming,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
System and Online Operation Specialist (DevOps),Programming,"Montreal,No"
Spécialiste système et opération en ligne (DevOps),Programming,"Montreal,No"
QA Assistant (Game Tester),Testing & Quality Management,"Singapore,Fixed Term Contract / Contrat à Durée Déterminée"
Full stack Developer,Online/Web,"Mumbai,India"
"Technical Director, Animation (H/F)",Animation,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Senior/Lead C++ Gameplay Programmer [Watch Dogs: Legion],Programming,"Kyiv,No"
Online Programmer,Programming,"Mumbai,India"
Gameplay Programmer /Junior to Intermediate/,Programming,"Sofia,Bulgaria"
Unity Developer – VR Project,Programming,"Mumbai,India"
VFX Artist – VR Project,Art,"Mumbai,India"
E-commerce LiveOps Team Lead (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
community manager社区运营经理,Customer Relations,"Shanghai,China"
Character Artist – VR,Art,"Mumbai,India"
"Gestionnaire, Développement de Communautés",Customer Relations,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
"Manager, Community Development",Customer Relations,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Tools Support Specialist- Technology Group,Testing & Quality Management,"Montreal,No"
Spécialiste support outils - Groupe Technologique,Testing & Quality Management,"Montreal,No"
Quality Control Tester,Testing & Quality Management,"Halifax,No"
International Events Assistant - Stage (H/F),Communications & PR,"Montreuil,France"
Senior AI Programmer [Avatar Project] (f/m/d),Programming,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
SENIOR GAMEPLAY PROGRAMMER,Programming,"Sofia,Bulgaria"
Art Director,Art,"Sofia,No"
Stage/Alternance - UX Designer Assistant (H/F),Online/Web,"Montreuil,Trainee Agreement / Convention de stage"
Junior 3D Graphics Programmer,Programming,"Sofia,Permanent Contract / Contrat à Durée Indéterminée"
Producer,Project Management (Games/Animation movies),"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
ARTIST FX TEMPS REEL (H/F),Art,"Lyon,Fixed Term Contract / Contrat à Durée Déterminée"
Lead Product Manager (H/F),Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Stagiaire Juriste Propriété Intellectuelle & Musique H/F – Stage,Legal,"Montreuil,Trainee Agreement / Convention de stage"
Senior Producer/Producer,Project Management (Games/Animation movies),"Shanghai,China"
UI Artist-游戏UI美术师,Art,"Shanghai,China"
Build & Release Specialist-游戏版本制作工程师,Testing & Quality Management,"Shanghai,China"
Map tester-初级游戏测试员,Testing & Quality Management,"Shanghai,China"
R&D Programmer,Programming,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Programmeur·euse R&D,Programming,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
3D character / prop artist - Tom Clancy's The Division 2 (Monetization) (Art),Art,"Barcelona,Spain"
3D Programmer (H/F),Programming,"Bordeaux,France"
Mobile SDK Developer | Ketchapp,Programming,"Kyiv,No"
Learning Office Manager (H/F),Human Resources & Knowledge Management,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Senior Build Release Engineer,Information Systems,"Cary,Permanent Contract / Contrat à Durée Indéterminée"
Chargé de projets en Recherche - Sciences Sociales,Game & Level Design/Creative Direction,"Montreal,Canada"
Team Lead Cloud (F/H),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Gameplay Architect,Programming,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Senior Lighting Artist,Art,"Sofia,Permanent Contract / Contrat à Durée Indéterminée"
"Associate Technical Director,Art",Art,"Shanghai,China"
Senior UI Designer,Game & Level Design/Creative Direction,"Shanghai,China"
Community Manager,Business Development,"Shanghai,China"
Senior Network Administrator (Hosting),Information Systems,"Shanghai,China"
Game Designer(Operations),Game & Level Design/Creative Direction,"Shanghai,China"
Tools Manager – Ketchapp (Ubisoft) H/F,Online/Web,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Network Administrator,Programming,"Shanghai,China"
Sr. Microsoft Systems Administrator (Directory & Communication),Information Systems,"Shanghai,Fixed Term Contract / Contrat à Durée Déterminée"
IT Buyer,Operations & Manufacturing,"Shanghai,China"
Production Manager(Art Outsourcing),Project Management (Games/Animation movies),"Shanghai,China"
Microsoft Systems Administrator,Information Systems,"Shanghai,No"
Linux Systems Administrator - WebOps,Information Systems,"Shanghai,China"
Senior Outsourcing Manager/Director,Project Management (Games/Animation movies),"Shanghai,China"
Active Game Manager,Marketing,"Shanghai,China"
Physical Security Specialist,Information Systems,"Shanghai,Fixed Term Contract / Contrat à Durée Déterminée"
Admin Specialist Intern,Administration,"Shanghai,China"
Live Producer,Project Management (Games/Animation movies),"Shanghai,China"
Lead 3D Artist(Vehicle),Art,"Shanghai,China"
Motion Graphic Designer,Marketing,"Shanghai,China"
Concept Artist,Art,"Shanghai,China"
Technical Level Designer,Game & Level Design/Creative Direction,"Shanghai,China"
Junior Gameplay Programmer(Mobile),Programming,"Shanghai,China"
Community Developer,Business Development,"Shanghai,China"
Localization Specialist,Games Localization,"Shanghai,China"
Data Analyst-AAA Game,Marketing,"Shanghai,China"
Junior Gameplay Programmer-Mobile,Programming,"Shanghai,China"
Technical Support Analyst,Information Systems,"Shanghai,China"
Financial Planning Analyst,Finance & Accounting,"Shanghai,China"
Development Tester,Testing & Quality Management,"Shanghai,China"
Project Security Analyst Intern,Online/Web,"Shanghai,China"
Ecommerce Operation Intern 电商运营实习生,Sales,"Shanghai,China"
Junior Gameplay Programmer,Programming,"Shanghai,China"
Business Analyst,Human Resources & Knowledge Management,"Shanghai,China"
Event Manager,Human Resources & Knowledge Management,"Shanghai,China"
Game & Marketing Analyst,Business Development,"Shanghai,China"
Documentation Manager,Project Management (Games/Animation movies),"Shanghai,China"
Level Designer (console),Game & Level Design/Creative Direction,"Shanghai,China"
HR Officer,Human Resources & Knowledge Management,"Shanghai,Fixed Term Contract / Contrat à Durée Déterminée"
Information Security Specialist,Information Systems,"Shanghai,China"
Junior Gameplay Programmer,Programming,"Shanghai,China"
Game Data Analyst,Marketing,"Shanghai,China"
Communication Officer,Communications & PR,"Shanghai,China"
Programmeur Outils C#  - Groupe Technologique,Programming,"Montreal,Canada"
Senior User Experience Researcher,Game & Level Design/Creative Direction,"Montreal,No"
Chercheur en Expérience Utilisateur Senior,Game & Level Design/Creative Direction,"Montreal,No"
Learning Manager (H/F),Human Resources & Knowledge Management,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Technical Artist,Art,"Shanghai,China"
Senior Model Artist,Art,"Shanghai,China"
Hadoop Specialist,Information Systems,"Shanghai,Fixed Term Contract / Contrat à Durée Déterminée"
Marketing Artist,Operations & Manufacturing,"Shanghai,Fixed Term Contract / Contrat à Durée Déterminée"
Junior Game Tester,Testing & Quality Management,"Shanghai,China"
Web Developer Intern,Programming,"Shanghai,China"
Senior Gameplay Programmer,Programming,"Shanghai,China"
Associate Producer(Mobile),Project Management (Games/Animation movies),"Shanghai,China"
Talent Acquisition Specialist,Human Resources & Knowledge Management,"Shanghai,China"
Senior Mobile Programmer,Programming,"Shanghai,China"
Systems Administrator - Command Center,Information Systems,"Shanghai,China"
Senior/Lead UI/UX Designer,Art,"Shanghai,China"
Lead Game Tester(Live Ops),Testing & Quality Management,"Shanghai,China"
International Brand Manager,Marketing,"Shanghai,China"
HR Business Partner,Human Resources & Knowledge Management,"Shanghai,China"
International Brand Manager,Marketing,"Shanghai,Fixed Term Contract / Contrat à Durée Déterminée"
Marketing Artist - brand,Marketing,"Shanghai,Fixed Term Contract / Contrat à Durée Déterminée"
Brand Management Intern,Business Development,"Shanghai,China"
3D Animator,Animation,"Milan,No"
Lead Product Manager H/F,Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
IT Project Manager – Finance ERP (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Programmeur·euse 3D sénior·e,Programming,"Montreal,Canada"
Senior 3D Programmer,Programming,"Montreal,Canada"
Gameplay Programmer Assistant (H/F) - Stage,Programming,"Montreuil,Trainee Agreement / Convention de stage"
"ALTERNANCE - Assistant(e) Contrôle de Gestion, EMEA",Finance & Accounting,"Paris,France"
Game Data Analyst,Games Localization,"Pune,India"
Senior UI Programmer [Unannounced Project] (293),Programming,"Royal Leamington Spa,United Kingdom"
Oracle Applications Trainee,Information Systems,"Bucharest,Fixed Term Contract / Contrat à Durée Déterminée"
Stage Assistant(e) Web Content Specialist - EMEA H/F,Online/Web,"Paris,France"
Programmer (Tools Team),Programming,"Québec City,Canada"
Programmeur (Équipe Outils),Programming,"Québec City,Canada"
Technical Artist [Snowdrop],Art,"Malmö,Sweden"
Tools Programmer C# - Technology Group,Programming,"Montreal,Canada"
VFX Artist,Art,"Cary,Permanent Contract / Contrat à Durée Indéterminée"
Live Producer,Project Management (Games/Animation movies),"Cary,Permanent Contract / Contrat à Durée Indéterminée"
Animation Programmer,Programming,"Montreal,No"
Script Writer (M/F),Game & Level Design/Creative Direction,"Montreuil,No"
Development Tester,Testing & Quality Management,"Mumbai,India"
CRM Manager,Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Gestionnaire CRM,Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Online Programmer (H/F),Programming,"Montreuil,Yes - Online Programming"
Online Gameplay Programmer (H/F),Programming,"Montreuil,No"
Network Programmer (H/F),Programming,"Montreuil,No"
Technical Associate Producer [Snowdrop],Project Management (Games/Animation movies),"Malmö,Sweden"
Monetization/Live Designer,Game & Level Design/Creative Direction,"Cary,United States"
Game Tester (Mobile),Testing & Quality Management,"Pune,India"
Senior System Programmer [Snowdrop],Programming,"Malmö,Sweden"
Middle/Senior 3D Character Artist,Art,"Kyiv,No"
STAGE - Open Innovation Accelerator Assistant (H/F),Testing & Quality Management,"Montreuil,Trainee Agreement / Convention de stage"
Special Effects Artist,Art,"Toronto,Canada"
BI Developer Trainee,Information Systems,"Bucharest,Fixed Term Contract / Contrat à Durée Déterminée"
Lead Gameplay Programmer [Unannounced Project],Programming,"Stockholm,Sweden"
Development Tester (Mobile),Testing & Quality Management,"Kyiv,No"
Sr Data Developer,Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Développeur Sr de Données,Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Senior Game Systems Designer,Game & Level Design/Creative Direction,"Cary,United States"
Administrateur SCCM (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
3D Marketing Artist,Marketing,"Santa Rosa,No"
Animation Coordinator,Animation,"Milan,No"
"Gestionnaire Sr, Développement de Données",Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
"Sr Manager, Data Development",Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Administrateur d’application (LogStack),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Application Administrator (LogStack),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Gameplay Programmer (M/F) [Ghost Recon Breakpoint],Programming,"Annecy,France"
HR Business Partner,Human Resources & Knowledge Management,"Singapore,Singapore"
Technical Sound Designer,Audio Design,"Cary,Permanent Contract / Contrat à Durée Indéterminée"
Web developer,Programming,"Mumbai,Permanent Contract / Contrat à Durée Indéterminée"
UI Programmer (C++),Programming,"Montreal,No"
Online Programmer,Programming,"Kyiv,No"
Junior Environment Artist [Tom Clancy's The Division 2] (281),Art,"Newcastle upon Tyne,United Kingdom"
Level Designer [Tom Clancy's The Division 2] (280),Game & Level Design/Creative Direction,"Newcastle upon Tyne,United Kingdom"
QA Manager,Testing & Quality Management,"London,United Kingdom"
Lead Engine Programmer [Unannounced Project] (278),Programming,"Newcastle upon Tyne,United Kingdom"
Lead Engine Programmer [Unannounced Project] (278),Programming,"Royal Leamington Spa,United Kingdom"
Animateur 3D Expérimenté H/F,Animation,"Annecy,No"
Release and Build Engineer (H/F),Testing & Quality Management,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Online Operations Specialist,Programming,"Chengdu,Fixed Term Contract / Contrat à Durée Déterminée"
Rigger,Animation,"Toronto,Canada"
Software Developer (Performance Capture Studio),Programming,"Toronto,Canada"
Workplace Maintenance Technician,Operations & Manufacturing,"Toronto,Canada"
Storage and Backup Administrator,Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Senior Level Designer [Unannounced Project],Game & Level Design/Creative Direction,"Stockholm,Sweden"
"Senior Level Designer, Scripter [Unannounced Project]",Game & Level Design/Creative Direction,"Stockholm,Sweden"
EMEA Pricing Analyst H/F,Sales,"Paris,France"
Software Engineer (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Programmeur C# (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Programmeur Outils (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Testeur Développement (H/F),Testing & Quality Management,"Bordeaux,France"
Team Lead Programmer,Programming,"Winnipeg,Permanent Contract / Contrat à Durée Indéterminée"
Technical Animator,Animation,"Cary,United States"
Development Tester,Testing & Quality Management,"Singapore,Singapore"
UI Programmers - BASED IN SINGAPORE,Programming,"Bengaluru,Permanent Contract / Contrat à Durée Indéterminée"
Graphics Programmers - BASED IN SINGAPORE,Programming,"Bengaluru,Permanent Contract / Contrat à Durée Indéterminée"
3D Artist Assistant - Stage 6 mois,Art,"Montreuil,Trainee Agreement / Convention de stage"
Live Producer [Unannounced Project] (277),Project Management (Games/Animation movies),"Newcastle upon Tyne,Permanent Contract / Contrat à Durée Indéterminée"
Mobile Programmer - Owlient (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Assistant(e) Chef de Produit Mobile - Stage (H/F),Marketing,"Montreuil,France"
INTERNATIONAL PRODUCT MANAGER (M/F),Marketing,"Montreuil,No"
C++ Game Developer (Odesa),Programming,"Odesa,No"
Audio Programmer [Tom Clancy's The Division 2],Programming,"Malmö,Sweden"
Local IT Technician,Information Systems,"Belgrade,Serbia"
Release and Build Specialist (H/F),Testing & Quality Management,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Senior Engine Programmer [Unannounced Project] (f/m/d),Programming,"Berlin,Germany"
Senior Associate Producer [Unannounced Project] (265),Project Management (Games/Animation movies),"Newcastle upon Tyne,United Kingdom"
UI Designer [Uplay],Online/Web,"Malmö,Sweden"
Account Support,Customer Relations,"Pune,Permanent Contract / Contrat à Durée Indéterminée"
Senior Online Programmer (M/F),Programming,"Montreuil,France"
Senior Tools Programmer (M/F),Programming,"Montreuil,France"
Senior Tools Programmer (H/F),Programming,"Montreuil,France"
Lead QA (H/F),Testing & Quality Management,"Montreuil,France"
Lead Game Designer (M/F),Game & Level Design/Creative Direction,"Montreuil,France"
Sr Gameplay Programmer (M/F),Programming,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Senior Gameplay Programmer (H/F),Programming,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Graphic/Rendering Programmer (M/F),Programming,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Graphic/Rendering Programmeur H/F,Programming,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Game Designer,Game & Level Design/Creative Direction,"Milan,No"
Architecte Infrastructure IT (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Web Developer Full-Stack (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Chef de Projet Formation - Développement Leadership (h/f),Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Senior Programmer [Rainbow Six Siege] (f/m/d),Programming,"Mainz,Permanent Contract / Contrat à Durée Indéterminée"
Associate Art Director,Art,"Montreuil,France"
Senior QA Automation Engineer,Testing & Quality Management,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Senior Level Artist [Avatar] (f/m/d),Art,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
Senior Game Designer - VR [Unannounced Project] (f/m/d),Game & Level Design/Creative Direction,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
Acheteur Core IT (H/F),Operations & Manufacturing,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Senior Gameplay Programmer [Avatar Project] (f/m/d),Programming,"Düsseldorf,No"
Senior Technical Artist - VR [Unannounced Project] (f/m/d),Art,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
Senior/ Lead Graphics Programmer [PES Project]  (f/m/d),Programming,"Düsseldorf,Germany"
Render Programmer [Snowdrop] (f/m/d),Programming,"Düsseldorf,Germany"
Engine Programmer [Snowdrop] (f/m/d),Programming,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
Senior Level Artist - VR  [Unannounced Project] (f/m/d),Art,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
UI Designer Assistant H/F (Stage),Online/Web,"Montreuil,Trainee Agreement / Convention de stage"
Leadership Development Project Manager (h/f),Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Associate Producer Live (H/F),Project Management (Games/Animation movies),"Montreuil,No"
Model Artist,Art,"Toronto,Canada"
Technical Director (Character),Art,"Toronto,Canada"
Payment and Fraud Specialist (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Tools Programmer (C#),Programming,"Montreal,No"
Programmeur Outils (C#),Programming,"Montreal,No"
User Interface Artist for Ubisoft Craiova,Art,"Craiova,Romania"
Technical Artist,Art,"Kyiv,Ukraine"
Assistant.e Chef de Projet Achats - Stage (H/F),Sales,"Montreuil,Trainee Agreement / Convention de stage"
Environment Artist for Ubisoft Craiova,Art,"Craiova,Romania"
Lighting Artist,Art,"Singapore,Singapore"
BI Engineer,Information Systems,"Bucharest,Permanent Contract / Contrat à Durée Indéterminée"
Stages Communication - Janvier 2020 (H/F),Communications & PR,"Montreuil,Trainee Agreement / Convention de stage"
Technical Artist - Beyond Good & Evil 2,Art,"Barcelona,Spain"
Digital Content Specialist,Communications & PR,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
"Technical Artist, VFX",Art,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Gameplay Programmer,Programming,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
3D/Rendering Programmers (based in Singapore),Programming,"Singapore,Singapore"
Programmeur (Équipe UI),Programming,"Québec City,Canada"
Junior Game Tester,Testing & Quality Management,"Pune,Fixed Term Contract / Contrat à Durée Déterminée"
Realization Director [Far Cry Brand] (f/m/d),Art,"Berlin,Fixed Term Contract / Contrat à Durée Déterminée"
Ubisoft Coding Campus - Online Programmer Trainee,Fixed Term Contract / Contrat à Durée Déterminée,"Bucharest,No"
Gameplay Engineer,Programming,"Cary,United States"
Game Designer [Unannounced Project],Game & Level Design/Creative Direction,"Stockholm,Sweden"
UI Artist (H/F),Art,"Bordeaux,No"
UI Designer Senior (H/F),Art,"Bordeaux,No"
Audio Programmer (f/m/d),Audio Design,"Düsseldorf,Germany"
Audio C# Programmer (f/m/d),Audio Design,"Düsseldorf,Germany"
Receptionist / Workplace Specialist (f/m/d),Administration,"Düsseldorf,Fixed Term Contract / Contrat à Durée Déterminée"
German Player Support Agent - Bilingual role (German+English),Customer Relations,"Newcastle upon Tyne,Fixed Term Contract / Contrat à Durée Déterminée"
Senior Concept Artist (Environment) (f/m/d),Art,"Mainz,Germany"
